Institution Name,City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15),AdmissionsDiversityIndex,ApplicantsDiversityIndex
Southern Connecticut State University,New Haven,www.southernct.edu,1,CT,1,12,2,1,75,1594,0.246336291,0.475622523,0.603619555,0.470804081,0.852301745,0.028074478,0.479176404,120,0.452265608,0.485530321
Southern Methodist University,Dallas,www.smu.edu,2,TX,1,21,2,1,90,1723,0.069477894,0.500067771,0.614634869,0.446467207,0.827471676,0.09072499,0.500003577,226,0.464935487,0.495320356
SUNY Buffalo State,Buffalo,suny.buffalostate.edu/,1,NY,1,11,2,1,71,1845,0.260626799,0.491076299,0.625364051,0.467890664,0.856749073,0.040516454,0.486174617,125,0.340662562,0.492875279
SUNY College at Brockport,Brockport,www.brockport.edu,1,NY,1,31,2,1,82,1845,0.246978546,0.49509688,0.456490098,0.473881782,0.838275463,0.080831083,0.484823835,184,0.526991964,0.486544341
Tennessee Technological University,Cookeville,www.tntech.edu,1,TN,1,33,2,1,75,1929,0.212751927,0.492691708,0.346641835,0.464996811,0.835094404,0.118210734,0.471440949,126,0.864655285,0.498915303
Texas Christian University,Fort Worth,www.tcu.edu/,2,TX,1,11,2,1,90,2061,0.095476083,0.479574354,0.46119,0.460452347,0.840325503,0.085815628,0.500004138,211,0.21455448,0.483246041
Tulane University of Louisiana,New Orleans,tulane.edu,2,LA,1,11,2,1,92,1813,0.237613042,0.487818414,0.582201173,0.438643981,0.840652866,0.083914865,0.500003725,215,0.233009253,0.473621532
Union University,Jackson,www.uu.edu,2,TN,1,13,2,1,84,610,0.411236303,0.475497331,0.543898361,0.472728015,0.744103691,0.116787302,0.500005016,180,0.541654086,0.457355837
University of Alaska Anchorage,Anchorage,www.uaa.alaska.edu,1,AK,1,11,2,1,71,1177,0.491620221,0.488634629,0.652524699,0.465358323,0.820667759,0.08816088,0.480877497,71,0.94348277,0.494656714
University of Central Arkansas,Conway,www.uca.edu,1,AR,1,13,2,1,72,1470,0.183778088,0.484616363,0.505904987,0.464126153,0.847922499,0.083811748,0.491781557,107,0.65240306,0.471298775
University of Michigan-Dearborn,Dearborn,umdearborn.edu/,1,MI,1,13,2,1,80,1302,0.347658254,0.499258623,0.569915344,0.461018555,0.822947871,0.118913036,0.495600667,124,0.81025803,0.497398486
University of Nebraska at Kearney,Kearney,www.unk.edu,1,NE,1,32,2,1,80,995,0.176642712,0.486830074,0.345873215,0.456605494,0.769043812,0.119893209,0.493878512,129,0.727407366,0.479967506
University of North Carolina Wilmington,Wilmington,www.uncw.edu,1,NC,1,12,2,1,85,3201,0.271116531,0.473742833,0.382620451,0.462231556,0.857955853,0.083198412,0.473081366,195,0.521907288,0.448505339
University of South Dakota,Vermillion,WWW.USD.EDU,1,SD,1,32,2,1,77,1249,0.275627621,0.47000374,0.275314923,0.453689661,0.721765294,0.080172186,0.497542442,140,0.683235716,0.474962538
Virginia Polytechnic Institute and State University,Blacksburg,WWW.VT.EDU,1,VA,1,13,2,1,94,5940,0.04893155,0.488825914,0.559425621,0.453280352,0.840655385,0.069800352,0.468897792,228,0.761918097,0.482506592
West Chester University of Pennsylvania,West Chester,www.wcupa.edu,1,PA,1,21,2,1,88,3075,0.178998424,0.482147723,0.38499457,0.452051812,0.827861618,0.079216872,0.484843397,183,0.58247318,0.458466434
Westfield State University,Westfield,www.westfield.ma.edu,1,MA,1,21,2,1,79,1231,0.205217089,0.497519117,0.41975634,0.463547139,0.842825641,0.028237363,0.493252639,163,0.520962072,0.48916389
Xavier University,Cincinnati,www.xavier.edu,2,OH,1,11,2,1,83,935,0.110545502,0.497181882,0.44777565,0.456147278,0.780043482,0.083294505,0.500004914,219,0.032645162,0.496663031
Angelo State University,San Angelo,www.angelo.edu,1,TX,1,12,2,1,63,903,0.176066429,0.493235778,0.608036134,0.458664056,0.852242076,0.079348049,0.480583619,77,0.770695314,0.489323312
Austin Peay State University,Clarksville,www.apsu.edu,1,TN,1,12,2,1,71,1558,0.438584155,0.485626561,0.54822239,0.46930092,0.870544815,0.101789647,0.470006552,90,0.799711084,0.482819225
Bridgewater State University,Bridgewater,www.bridgew.edu,1,MA,1,21,2,1,79,2004,0.258215147,0.484763443,0.413034894,0.456505058,0.847823767,0.041427664,0.494195946,147,0.659144443,0.483951112
California State University-San Marcos,San Marcos,www.csusm.edu,1,CA,1,21,2,1,81,2076,0.294264922,0.477480245,0.719074842,0.457387781,0.816850987,0.112629274,0.482962059,114,0.485670473,0.472792962
Castleton University,Castleton,www.castleton.edu,1,VT,1,32,2,1,74,382,0.170165371,0.49984397,0.344664209,0.459757554,0.854101668,0.085690439,0.469928253,136,0.46511375,0.500203357
Concord University,Athens,www.concord.edu,1,WV,1,32,2,1,65,418,0.276035309,0.493309888,0.24248465,0.459787038,0.837125565,0.091324201,0.484224546,91,0.645975417,0.492386226
CUNY Hunter College,New York,www.hunter.cuny.edu,1,NY,1,11,2,1,83,2996,0.336493456,0.456662023,0.754661478,0.459426438,0.840652388,0.10321353,0.49004888,126,0.425595453,0.478603544
CUNY Queens College,Queens,qc.cuny.edu,1,NY,1,11,2,1,85,2926,0.372667286,0.492725878,0.751155757,0.447793036,0.843072796,0.107746381,0.493507742,141,0.739797518,0.494860435
Eastern Connecticut State University,Willimantic,www.easternct.edu/,1,CT,1,31,2,1,73,1102,0.191496384,0.496555366,0.530267779,0.461290926,0.859710215,0.08816088,0.480719267,135,0.576722377,0.491595486
Eastern Illinois University,Charleston,https://www.eiu.edu/,1,IL,1,32,2,1,75,1812,0.241177278,0.48111896,0.498224268,0.45070012,0.852944819,0.083091533,0.499032485,156,0.488505383,0.482388509
Edinboro University of Pennsylvania,Edinboro,www.edinboro.edu/,1,PA,1,31,2,1,70,951,0.22737629,0.488172858,0.312125593,0.463978006,0.858142919,0.076422271,0.499946519,117,0.532151207,0.480182414
Ferris State University,Big Rapids,www.ferris.edu/,1,MI,1,32,2,1,80,2614,0.361651576,0.499060507,0.401755413,0.465377511,0.755800031,0.079585338,0.491790304,125,0.650109311,0.490844415
Fitchburg State University,Fitchburg,www.fitchburgstate.edu,1,MA,1,22,2,1,75,807,0.285695801,0.496757025,0.392796003,0.452918789,0.853934199,0.027138319,0.493413906,121,0.506361614,0.47898355
Fort Lewis College,Durango,fortlewis.edu/,1,CO,1,32,2,1,63,744,0.250843025,0.499838513,0.663915397,0.463686112,0.868487579,0.111926016,0.487233286,94,0.601571974,0.49520768
Georgia Institute of Technology-Main Campus,Atlanta,www.gatech.edu,1,GA,1,11,2,1,97,3419,0.081811564,0.45738787,0.705769176,0.452592834,0.804367041,0.090330697,0.463795589,207,0.823381826,0.422052418
Georgia Southern University,Statesboro,www.georgiasouthern.edu,1,GA,1,32,2,1,82,3200,0.142229884,0.500019578,0.547667749,0.460036407,0.843599626,0.084642493,0.482451186,129,0.870359818,0.496405701
Howard University,Washington,www.howard.edu,2,DC,1,11,2,1,89,1270,0.121467786,0.439323803,0.263769764,0.454077088,0.857253559,0.078909735,0.500006026,164,-0.515287029,0.429595215
James Madison University,Harrisonburg,www.jmu.edu/,1,VA,1,13,2,1,91,4534,0.054134155,0.48528717,0.419676107,0.451514197,0.857800258,0.042371372,0.471010759,228,0.329421182,0.481079048
Kean University,Union,www.kean.edu,1,NJ,1,21,2,1,74,2549,0.401594333,0.478782124,0.739655671,0.452702006,0.848880598,0.039261148,0.494528084,115,0.640814926,0.483402672
Lindenwood University,Saint Charles,www.lindenwood.edu,2,MO,1,13,2,1,66,1749,0.383703178,0.495077845,0.657724506,0.467861335,0.707458774,0.091584132,0.500008352,116,0.884888426,0.499794999
Minnesota State University Moorhead,Moorhead,www.mnstate.edu/,1,MN,1,22,2,1,74,1226,0.29507558,0.479149795,0.373393964,0.457318875,0.840741881,0.116121506,0.488985027,117,0.74979564,0.467425063
Minot State University,Minot,www.minotstateu.edu,1,ND,1,33,2,1,75,554,0.383781963,0.475334622,0.522290401,0.479273804,0.698996039,0.117786486,0.500014425,91,0.943219341,0.499869459
North Carolina A & T State University,Greensboro,www.ncat.edu,1,NC,1,11,2,1,75,1503,0.209373268,0.496777748,0.360704677,0.46409065,0.869219786,0.077038455,0.469497598,106,0.799872972,0.486840676
Northern Kentucky University,Highland Heights,www.nku.edu,1,KY,1,21,2,1,69,2196,0.336742023,0.49351893,0.30168962,0.458135591,0.813001009,0.081750926,0.485816975,95,0.627899412,0.470026694
Northwest Missouri State University,Maryville,www.nwmissouri.edu,1,MO,1,33,2,1,71,955,0.081478548,0.492011454,0.449399251,0.458587904,0.833324815,0.11566249,0.492757252,125,0.529762835,0.480839601
Old Dominion University,Norfolk,www.odu.edu,1,VA,1,12,2,1,82,4003,0.386140231,0.496708577,0.687798625,0.457733091,0.830476569,0.106388294,0.467070318,129,0.812945028,0.497233867
Providence College,Providence,www.providence.edu,2,RI,1,12,2,1,90,922,0.104179115,0.494102124,0.389706162,0.446478299,0.7129884,0.08816088,0.500003987,253,0.065904884,0.489366883
Roger Williams University,Bristol,www.rwu.edu,2,RI,1,21,2,1,81,1015,0.232983778,0.499603008,0.442149118,0.467247666,0.741370188,0.08816088,0.500004912,178,0.02595489,0.495585692
Sam Houston State University,Huntsville,www.shsu.edu/,1,TX,1,32,2,1,80,3470,0.271860289,0.475181041,0.643759482,0.458499879,0.77302357,0.114904678,0.482458003,133,0.704711999,0.465994496
Slippery Rock University of Pennsylvania,Slippery Rock,www.sru.edu,1,PA,1,32,2,1,83,1666,0.14359481,0.490064659,0.254608487,0.454954758,0.802076603,0.079662246,0.497205825,167,0.651623385,0.485390933
Southern University and A & M College,Baton Rouge,www.subr.edu,1,LA,1,12,2,1,65,610,0.301333455,0.456952998,0.173752099,0.459962306,0.823479017,0.080766818,0.483271198,74,0.736448993,0.494517036
St John's University-New York,Queens,www.stjohns.edu,2,NY,1,11,2,1,80,1978,0.057500097,0.491295429,0.75985432,0.437874612,0.820336666,0.043787159,0.500004272,148,-0.117883051,0.477366006
SUNY College at Oswego,Oswego,www.oswego.edu/,1,NY,1,32,2,1,80,1639,0.121135848,0.500032303,0.404312997,0.449982669,0.841304288,0.041811383,0.485052205,157,0.596673376,0.49399892
SUNY Oneonta,Oneonta,www.oneonta.edu,1,NY,1,33,2,1,86,1499,0.046074411,0.479669635,0.368795505,0.45047642,0.871135671,0.115342749,0.485000614,194,0.14865133,0.478985172
The University of Tennessee-Martin,Martin,www.utm.edu,1,TN,1,33,2,1,75,1255,0.296378288,0.487191032,0.378521993,0.467314952,0.805632282,0.087286077,0.492388458,117,0.779645128,0.479548483
The University of Texas at Dallas,Richardson,www.utdallas.edu,1,TX,1,12,2,1,84,3082,0.326434695,0.491242246,0.777379264,0.458206502,0.832570597,0.090726301,0.469031537,176,0.848581432,0.497997274
University of California-Santa Cruz,Santa Cruz,www.ucsc.edu/,1,CA,1,13,2,1,88,4016,0.085798848,0.498763884,0.75400071,0.448876063,0.879851996,0.085283023,0.462557889,198,0.133636675,0.493143813
University of Dayton,Dayton,https://www.udayton.edu,2,OH,1,12,2,1,91,1869,0.059085089,0.498318609,0.43932783,0.451062232,0.75618759,0.085642551,0.500004435,214,0.468286905,0.499103961
University of Louisiana at Lafayette,Lafayette,www.louisiana.edu,1,LA,1,12,2,1,76,2820,0.258663618,0.491589984,0.506090615,0.450043579,0.772803119,0.116022305,0.475281131,108,0.796878761,0.486658414
University of Massachusetts-Boston,Boston,www.umb.edu,1,MA,1,11,2,1,78,2564,0.433038662,0.495592688,0.769076668,0.463527936,0.842089082,0.112693782,0.495600667,107,0.720371716,0.49306631
University of North Carolina at Asheville,Asheville,https://www.unca.edu,1,NC,1,13,2,1,79,763,0.333032936,0.492832876,0.353682713,0.466622511,0.901845628,0.080800438,0.455645349,158,0.484628407,0.471736773
University of Northern Colorado,Greeley,www.unco.edu,1,CO,1,12,2,1,72,1901,0.21753895,0.466354145,0.604053695,0.454303143,0.870823825,0.112002809,0.480610147,121,0.291976361,0.454300206
University of Notre Dame,Notre Dame,www.nd.edu,2,IN,1,21,2,1,98,2135,0.003303826,0.499143944,0.539024239,0.441010521,0.799499417,0.043817579,0.500003729,280,0.83609694,0.499988224
University of Wisconsin-Eau Claire,Eau Claire,www.uwec.edu,1,WI,1,13,2,1,80,2127,0.130352084,0.477248621,0.213851269,0.460491185,0.851425173,0.101357383,0.487232836,162,0.582766312,0.465358625
Villanova University,Villanova,www.villanova.edu,2,PA,1,21,2,1,96,1770,0.133584394,0.498747687,0.472228878,0.454198336,0.806787476,0.086045085,0.500003801,266,0.357426395,0.498319808
Virginia State University,Petersburg,www.vsu.edu,1,VA,1,21,2,1,73,856,0.178448624,0.487598599,0.253179467,0.465090327,0.810598388,0.076549688,0.481376413,121,-0.134385575,0.464407266
Augsburg College,Minneapolis,www.augsburg.edu,2,MN,1,11,2,1,79,558,0.378565141,0.498004152,0.653212491,0.461058603,0.836026926,0.08232276,0.500005026,178,0.571310931,0.491415343
Biola University,La Mirada,www.biola.edu,2,CA,1,21,2,1,85,991,0.09907802,0.464048026,0.705359152,0.45231734,0.863456182,0.081227486,0.500004785,186,0.200532637,0.433500342
Boston University,Boston,www.bu.edu,2,MA,1,11,2,1,93,4230,0.061774633,0.47883158,0.734546218,0.442730644,0.85545386,0.089460378,0.500003673,249,0.131373342,0.487091679
California Baptist University,Riverside,www.calbaptist.edu,2,CA,1,11,2,1,76,1335,0.370105804,0.46750607,0.722804892,0.469186594,0.78548881,0.078755924,0.500005613,160,0.667177203,0.461337904
California State University-Stanislaus,Turlock,www.csustan.edu,1,CA,1,23,2,1,81,1829,0.326092965,0.462591008,0.688602388,0.450274852,0.828028144,0.08816088,0.475890004,128,0.335001041,0.459737086
Carnegie Mellon University,Pittsburgh,www.cmu.edu/,2,PA,1,11,2,1,98,1336,0.033480872,0.494879778,0.728585232,0.460438187,0.865198754,0.083264346,0.500003678,252,0.646252908,0.467017976
Cedarville University,Cedarville,www.cedarville.edu,2,OH,1,31,2,1,86,678,0.026489298,0.498908469,0.278178061,0.464662467,0.831601502,0.081720134,0.500006598,207,0.590260481,0.490411003
Christopher Newport University,Newport News,cnu.edu/,1,VA,1,12,2,1,87,1192,0.027338572,0.49068515,0.436061559,0.467311365,0.884280923,0.028330905,0.485868733,182,0.320615124,0.488382523
Clarion University of Pennsylvania,Clarion,www.clarion.edu,1,PA,1,33,2,1,73,913,0.289313289,0.466490515,0.305329847,0.448159542,0.794806049,0.076826722,0.49687327,142,0.580718767,0.459372636
Colorado State University-Pueblo,Pueblo,www.csupueblo.edu,1,CO,1,12,2,1,64,781,0.310788612,0.497900262,0.693550531,0.460626366,0.871428571,0.110327709,0.474372417,87,0.195674835,0.485136252
Duquesne University,Pittsburgh,www.duq.edu,2,PA,1,11,2,1,85,1484,0.103114315,0.470779192,0.354950091,0.459891725,0.780694294,0.117919617,0.500004958,218,0.060534976,0.452038564
Emory University,Atlanta,www.emory.edu,2,GA,1,21,2,1,94,1933,0.060666627,0.486888771,0.736100682,0.449148059,0.834143268,0.090127204,0.500003841,267,0.521222183,0.482429401
Gannon University,Erie,www.gannon.edu,2,PA,1,13,2,1,84,563,0.143936763,0.492520188,0.468176465,0.462925861,0.717532111,0.115086611,0.500005482,177,0.321987673,0.495898712
Idaho State University,Pocatello,www.isu.edu/,1,ID,1,13,2,1,72,1228,0.414368566,0.498794535,0.476917742,0.464315116,0.807198636,0.08816088,0.467475096,80,0.697163808,0.493628747
Indiana University-Southeast,New Albany,https://ius.edu/,1,IN,1,21,2,1,62,847,0.39640372,0.48381268,0.287412129,0.465713099,0.833264531,0.087791725,0.47468885,74,0.840716801,0.475426877
Jacksonville State University,Jacksonville,www.jsu.edu/,1,AL,1,13,2,1,74,1386,0.297011948,0.490466779,0.458455837,0.458767892,0.775032096,0.120579336,0.489415978,77,0.872970802,0.493313321
Lipscomb University,Nashville,www.lipscomb.edu,2,TN,1,11,2,1,84,658,0.249945249,0.473774634,0.42024914,0.458552946,0.807300176,0.11969698,0.500005429,173,0.391644302,0.456245364
Mansfield University of Pennsylvania,Mansfield,www.mansfield.edu,1,PA,1,32,2,1,76,478,0.193530062,0.481162842,0.303982673,0.462036449,0.868770566,0.076525287,0.489833125,138,0.304985314,0.459124577
Mercer University,Macon,www.mercer.edu,2,GA,1,12,2,1,87,929,0.435995004,0.477375368,0.672169939,0.472583181,0.836140575,0.08343173,0.500004949,164,0.511182313,0.486321171
Metropolitan State University of Denver,Denver,www.msudenver.edu/,1,CO,1,11,2,1,70,3236,0.490349009,0.497640165,0.596949305,0.462041936,0.826845325,0.107326084,0.495600667,66,0.937387835,0.497415229
Plymouth State University,Plymouth,www.plymouth.edu,1,NH,1,33,2,1,76,800,0.079617869,0.499948493,0.356448021,0.465002227,0.769084065,0.08816088,0.491778124,154,0.371352709,0.500074333
Point Loma Nazarene University,San Diego,www.pointloma.edu,2,CA,1,11,2,1,84,658,0.118533663,0.459717761,0.619053093,0.457281457,0.799374191,0.083647206,0.500005165,207,0.123028232,0.414143489
Prairie View A & M University,Prairie View,www.pvamu.edu,1,TX,1,32,2,1,66,1089,0.213037097,0.481264101,0.288546209,0.469399564,0.826436655,0.086114968,0.474228641,87,0.484940312,0.469809566
Rider University,Lawrenceville,www.rider.edu,2,NJ,1,21,2,1,80,983,0.179081892,0.489216852,0.580651259,0.448097012,0.747525733,0.080518617,0.50000433,187,-0.173811895,0.477821428
Rutgers University-Camden,Camden,www.camden.rutgers.edu/,1,NJ,1,13,2,1,84,1398,0.44561873,0.488224237,0.638789659,0.455025088,0.835197203,0.081155765,0.48023986,142,0.342691198,0.484790368
Shepherd University,Shepherdstown,www.shepherd.edu/,1,WV,1,31,2,1,66,708,0.365253278,0.486928647,0.316324666,0.45782994,0.878758542,0.113410145,0.480168137,95,0.771145449,0.496896387
Southwestern Oklahoma State University,Weatherford,www.swosu.edu,1,OK,1,33,2,1,66,697,0.310135041,0.488152449,0.531139441,0.454226181,0.673716926,0.081885463,0.489143621,77,0.731434307,0.487544264
SUNY at Binghamton,Vestal,www.binghamton.edu,1,NY,1,22,2,1,91,3463,0.063798621,0.499051313,0.667720122,0.447861063,0.867154585,0.02915411,0.47293059,232,0.535786851,0.499676634
Texas A & M University-Commerce,Commerce,www.tamuc.edu/,1,TX,1,32,2,1,73,1630,0.446096041,0.482914476,0.691640731,0.454813525,0.815690483,0.114591366,0.474230239,116,0.728664456,0.494056065
Texas A & M University-Kingsville,Kingsville,WWW.TAMUK.EDU,1,TX,1,32,2,1,69,980,0.19285786,0.498598377,0.601391544,0.467859006,0.860326621,0.108187615,0.47331314,91,0.550439725,0.499142248
Texas Southern University,Houston,www.tsu.edu,1,TX,1,11,2,1,46,939,0.392337405,0.491000301,0.404462567,0.467163833,0.808499306,0.090568169,0.480737441,43,0.333256946,0.473879752
University of Hartford,West Hartford,www.hartford.edu,2,CT,1,12,2,1,74,1027,0.174364892,0.50004234,0.64490729,0.451411855,0.810630529,0.041096963,0.500004705,174,-0.067628035,0.489028997
University of Illinois at Springfield,Springfield,www.uis.edu,1,IL,1,12,2,1,77,682,0.474063415,0.500052882,0.641932833,0.45962591,0.836803048,0.08759249,0.487130342,117,0.847113184,0.475131966
University of Louisiana at Monroe,Monroe,www.ulm.edu,1,LA,1,13,2,1,76,1023,0.210243997,0.462379666,0.527029089,0.456437607,0.731983979,0.079492148,0.474096885,103,0.679640444,0.470707833
University of St Thomas,Saint Paul,www.stthomas.edu,2,MN,1,11,2,1,89,1356,0.109205157,0.496145247,0.395278294,0.457742581,0.628579701,0.120595661,0.500004678,215,0.641859875,0.49754426
Vanderbilt University,Nashville,www.vanderbilt.edu,2,TN,1,11,2,1,97,1723,0.006373055,0.500028056,0.626788914,0.451954302,0.813060246,0.088886062,0.500003867,273,0.765078358,0.493018943
Weber State University,Ogden,www.weber.edu,1,UT,1,13,2,1,60,2488,0.411586175,0.49793192,0.631377304,0.467797153,0.747836448,0.08816088,0.482120947,108,0.908624405,0.493628747
Western Oregon University,Monmouth,www.wou.edu,1,OR,1,31,2,1,69,930,0.123556295,0.47932698,0.528581318,0.457672085,0.86985209,0.075675688,0.473056486,111,0.482497386,0.470137278
William Paterson University of New Jersey,Wayne,www.wpunj.edu,1,NJ,1,21,2,1,75,2215,0.318597679,0.495426393,0.697436672,0.45526688,0.840843214,0.119156894,0.492574225,119,0.458346505,0.479418462
Winona State University,Winona,www.winona.edu,1,MN,1,32,2,1,81,1740,0.203546572,0.474053171,0.260156725,0.460838087,0.800555492,0.203249863,0.493329683,143,0.481224558,0.449318366
California State University-East Bay,Hayward,www.csueastbay.edu,1,CA,1,12,2,1,80,3174,0.43224623,0.473504118,0.817512062,0.462176737,0.815925509,0.08816088,0.483164378,93,0.157090207,0.466626362
Calvin College,Grand Rapids,www.calvin.edu,2,MI,1,12,2,1,86,848,0.050382562,0.494703077,0.445361461,0.453728729,0.862230462,0.117018833,0.500005522,204,0.501226453,0.488704543
CUNY Brooklyn College,Brooklyn,www.brooklyn.cuny.edu,1,NY,1,11,2,1,82,2588,0.384874397,0.484315211,0.761165373,0.446906152,0.788298001,0.107317983,0.495600667,130,0.656740837,0.493643191
East Stroudsburg University of Pennsylvania,East Stroudsburg,www4.esu.edu/,1,PA,1,13,2,1,72,1261,0.183212931,0.493433997,0.522425002,0.452934978,0.836490534,0.078405729,0.480111589,149,0.447548183,0.48384355
Eastern Oregon University,La Grande,www.eou.edu,1,OR,1,33,2,1,57,709,0.49967867,0.469536223,0.432586764,0.475951411,0.747960905,0.087175526,0.480057041,64,0.781351431,0.461915501
Eckerd College,Saint Petersburg,www.eckerd.edu,2,FL,1,11,2,1,81,492,0.228606555,0.4710185,0.41911343,0.456993545,0.815238784,0.119089531,0.500004374,192,-0.473930867,0.469111611
Emporia State University,Emporia,www.emporia.edu,1,KS,1,33,2,1,72,735,0.227816896,0.478151937,0.484782502,0.464696712,0.863885211,0.086091859,0.466833194,105,0.712219936,0.463617711
Geneva College,Beaver Falls,www.geneva.edu,2,PA,1,21,2,1,83,391,0.252679949,0.500248385,0.292250012,0.466650063,0.715789474,0.091532499,0.500006667,194,0.611627011,0.491698312
Georgetown University,Washington,www.georgetown.edu,2,DC,1,11,2,1,96,1827,0.105672298,0.494908186,0.678966533,0.436373685,0.769466449,0.043412938,0.500003607,273,0.764062056,0.484064599
Georgia College and State University,Milledgeville,www.gcsu.edu/,1,GA,1,32,2,1,86,1138,0.045003824,0.479586057,0.325236381,0.46591942,0.832915299,0.079689245,0.46842855,162,0.586309159,0.453927233
Gonzaga University,Spokane,www.gonzaga.edu,2,WA,1,12,2,1,95,1112,0.059006084,0.497484385,0.496988161,0.446925244,0.839724352,0.043404827,0.50000452,236,0.406517148,0.493268616
La Salle University,Philadelphia,www.lasalle.edu,2,PA,1,11,2,1,78,886,0.271217093,0.468726128,0.647460952,0.441983289,0.765589989,0.039578649,0.500004411,185,-0.020613773,0.4727131
Lincoln University,Lincoln University,www.lincoln.edu/,1,PA,1,21,2,1,77,287,0.203456152,0.470195358,0.244231245,0.457742581,0.873579476,0.106670755,0.495309121,104,-0.755948961,0.458107294
LIU Post,Brookville,liu.edu/CWPost,2,NY,1,21,2,1,72,1059,0.158804148,0.486224913,0.693155275,0.454615053,0.812329249,0.088818258,0.500004614,102,0.322865123,0.470897491
Lock Haven University,Lock Haven,www.lhup.edu,1,PA,1,32,2,1,70,923,0.163916563,0.489737129,0.274536257,0.453735433,0.763259252,0.076775938,0.488628059,125,0.472181939,0.482525404
Loyola Marymount University,Los Angeles,www.lmu.edu,2,CA,1,11,2,1,91,1589,0.049524083,0.492491707,0.740171414,0.434688806,0.796600666,0.091408477,0.500004003,220,0.204653614,0.477803523
Marietta College,Marietta,www.marietta.edu,2,OH,1,31,2,1,73,262,0.10914368,0.471005047,0.485831785,0.456950049,0.877490421,0.116054585,0.50000509,158,0.464042174,0.458642313
Marquette University,Milwaukee,www.marquette.edu,2,WI,1,11,2,1,90,1941,0.043645461,0.498037603,0.483087313,0.451941054,0.833905779,0.092124353,0.500004674,214,-0.043329835,0.496138323
Messiah College,Mechanicsburg,www.messiah.edu,2,PA,1,21,2,1,88,656,0.045068305,0.476986866,0.304096312,0.460532316,0.839255499,0.081062703,0.500005366,223,0.3920054,0.466697913
Niagara University,Niagara University,www.niagara.edu,2,NY,1,21,2,1,88,890,0.21671205,0.473354107,0.53925346,0.452880491,0.770904265,0.115346719,0.500005417,191,0.325349477,0.464828148
Northeastern University,Boston,www.northeastern.edu,2,MA,1,11,2,1,97,4000,0.026508209,0.500011429,0.709779597,0.46123138,0.81891983,0.087599738,0.500003817,166,0.439175105,0.497508972
Northwestern Oklahoma State University,Alva,www.nwosu.edu,1,OK,1,33,2,1,53,315,0.326508232,0.493745385,0.567199519,0.466569951,0.846214767,0.077637293,0.484427635,77,0.924900303,0.500468926
Olivet Nazarene University,Bourbonnais,www.olivet.edu,2,IL,1,23,2,1,77,796,0.2789685,0.47656052,0.393217104,0.463670962,0.700224695,0.117486857,0.50000549,164,0.196720034,0.473974847
Pacific Lutheran University,Tacoma,www.plu.edu,2,WA,1,21,2,1,83,736,0.205825549,0.471732989,0.538428566,0.45184616,0.889648587,0.029588014,0.50000469,196,0.109259658,0.472153718
Pittsburg State University,Pittsburg,www.pittstate.edu,1,KS,1,32,2,1,74,1179,0.231052738,0.498745479,0.411239802,0.458389694,0.789385833,0.08816088,0.476064426,124,0.864449862,0.499538447
Purdue University-Calumet Campus,Hammond,www.pnw.edu/,1,IN,1,21,2,1,70,1575,0.457815058,0.490051931,0.694436857,0.459580056,0.679219874,0.078602058,0.484767291,74,0.925906027,0.498982431
Radford University,Radford,www.radford.edu,1,VA,1,13,2,1,75,1962,0.103480426,0.491872614,0.459763299,0.463359477,0.864183375,0.08816088,0.477745571,160,0.475748137,0.476514897
Rochester Institute of Technology,Rochester,www.rit.edu/,2,NY,1,21,2,1,89,2483,0.111194718,0.436268008,0.64034578,0.467100562,0.829071549,0.030613197,0.500004709,164,0.762671918,0.428093289
Saint Edward's University,Austin,https://www.stedwards.edu,2,TX,1,11,2,1,85,847,0.237548319,0.477109925,0.690198306,0.453366593,0.829009118,0.080841737,0.50000448,191,-0.030381064,0.444665131
Salem State University,Salem,www.salemstate.edu,1,MA,1,21,2,1,80,1669,0.352600744,0.477273559,0.511605084,0.46767143,0.831520793,0.08816088,0.493764123,117,0.522374077,0.444874324
Seattle Pacific University,Seattle,www.spu.edu,2,WA,1,11,2,1,87,845,0.141249295,0.436903335,0.634515512,0.444145119,0.870893349,0.11700991,0.50000455,193,-1.116522042,0.404191021
Shorter University,Rome,su.shorter.edu,2,GA,1,13,2,1,58,335,0.38314482,0.491718177,0.557315528,0.471439862,0.753755309,0.078073004,0.500007249,126,0.530204481,0.497570041
Siena Heights University,Adrian,www.sienaheights.edu,2,MI,1,32,2,1,72,814,0.499356755,0.488447013,0.610072542,0.468478191,0.741446793,0.115112613,0.500006675,108,0.684148452,0.500281373
South Carolina State University,Orangeburg,www.scsu.edu,1,SC,1,32,2,1,57,427,0.159825637,0.500085899,0.18546392,0.463671329,0.863048181,0.039200516,0.489311614,88,0.450186848,0.484661238
St Catherine University,Saint Paul,https://www.stkate.edu,2,MN,1,11,2,1,86,690,0.461577373,0.06521343,0.491653852,0.471931663,0.621003477,0.108986087,0.500005083,162,-315.2819438,0.001999332
